nid,uid
3141,183380
3141,186014
3141,186400
3141,189407
3141,190571
3141,191813
3141,195818
3141,198043
3141,200009
3141,202673
3141,211532
3141,222449
3141,222792
3142,30453
3142,62058
3142,67551
3142,67797
3142,74577
3142,77802
3142,78894
3142,81469
3142,81849
3142,81910
3142,82063
3142,88317
3142,91393
3142,92988
3142,99096
3142,106573
3142,106815
3142,107170
3142,109948
3142,110217
3142,115038
3142,117187
3142,118766
3142,121374
3142,121491
3142,123223
3142,123599
3142,123818
3142,125163
3142,125780
3142,126879
3142,126892
3142,127801
3142,128126
3142,128736
3142,129049
3142,129149
3142,129709
3142,130113
3142,130619
3142,132510
3142,133251
3142,133554
3142,133681
3142,133831
3142,133943
3142,134271
3142,134353
3142,134520
3142,134566
3142,134614
3142,134982
3142,134997
3142,135007
3142,135129
3142,135174
3142,135267
3142,135305
3142,135446
3142,135534
3142,135577
3142,135616
3142,135676
3142,135697
3142,135725
3142,135753
3142,135833
3142,135843
3142,135859
3142,135875
3142,135889
3142,135903
3142,135921
3142,135931
3142,135949
3142,135987
3142,136012
3142,136079
3142,136120
3142,136249
3142,136251
3142,136273
3142,136283
3142,136344
3142,136372
3142,136375
3142,136485
3142,136492
3142,136615
3142,136652
3142,136681
3142,136689
3142,136694
3142,136779
3142,136820
3142,136926
3142,137110
3142,137136
3142,137164
3142,137176
3142,137301
3142,137355
3142,137595
3142,137678
3142,137701
3142,137775
3142,137795
3142,137801
3142,137888
3142,137916
3142,137988
3142,138015
3142,138232
3142,138300
3142,138829
3142,138937
3142,139520
3142,139637
3142,139757
3142,140011
3142,140039
3142,140403
3142,141449
3142,141697
3142,141921
3142,142118
3142,142607
3142,143369
3142,144599
3142,146263
3142,146335
3142,146352
3142,146553
3142,148081
3142,148118
3142,150998
3142,151252
3142,152487
3142,152860
3142,155044
3143,28056
3143,30128
3143,30417
3143,30453
3143,52975
3143,56920
3143,57961
3143,59105
3143,62058
3143,62175
3143,62536
3143,64258
3143,65613
3143,67514
3143,67551
3143,70804
3143,71335
3143,72422
3143,73113
3143,73342
3143,73869
3143,74044
3143,74737
3143,75634
3143,75910
3143,75957
3143,76496
3143,77580
3143,77802
3143,77993
3143,78103
3143,78190
3143,78597
3143,79243
3143,79549
3143,79690
3143,79758
3143,83521
3143,85776
3143,89372
3143,89965
3143,91299
3143,92904
3143,93755
3143,93862
3143,94816
3143,96680
3143,96710
3143,97445
3143,98062
3143,98971
3143,102333
3143,102565
3143,102950
3143,103056
3143,103073
3143,103170
3143,103643
3143,103822
3143,103950
3143,104379
3143,105005
3143,105334
3143,106336
3143,106815
3143,108015
3143,108279
3143,108752
3143,108944
3143,109389
3143,109427
3143,109816
3143,110011
3143,110217
3143,112181
3143,112613
3143,112936
3143,113530
3143,114123
3143,114477
3143,114924
3143,115061
3143,116168
3143,116328
3143,116342
3143,116972
3143,118528
3143,118766
3143,119393
3143,119539
3143,120173
3143,120952
3143,121385
3143,121792
3143,122087
3143,122713
3143,122964
3143,123223
3143,123295
3143,123497
3143,123511
3143,123818
3143,124126
3143,124246
3143,124567
3143,124719
3143,124795
3143,124815
3143,125724
3143,125873
3143,125889
3143,126009
3143,126056
3143,126157
3143,126252
3143,126630
3143,126728
3143,126828
3143,126879
3143,126892
3143,127084
3143,127121
3143,127132
3143,128338
3143,128937
3143,129149
3143,129522
3143,129535
3143,129662
3143,129864
3143,130022
3143,130025
3143,130045
3143,130113
3143,130550
3143,130619
3143,130834
3143,131154
3143,131157
3143,131308
3143,131467
3143,131604
3143,131643
3143,132160
3143,132476
3143,133062
3143,133440
3143,133724
3143,133943
3143,134188
3143,134271
3143,134353
3143,134442
3143,134448
3143,134520
3143,134531
3143,134595
3143,134614
3143,134704
3143,134869
3143,134948
3143,134997
3143,135007
3143,135036
3143,135109
3143,135138
3143,135140
3143,135174
3143,135240
3143,135267
3143,135278
3143,135305
3143,135367
3143,135395
3143,135410
3143,135426
3143,135435
3143,135446
3143,135509
3143,135520
3143,135536
3143,135547
3143,135577
3143,135581
3143,135592
3143,135615
3143,135619
3143,135649
3143,135676
3143,135697
3143,135725
3143,135753
3143,135821
3143,135843
3143,135846
3143,135850
3143,135865
3143,135869
3143,135870
3143,135875
3143,135889
3143,135892
3143,135903
3143,135921
3143,135931
3143,135949
3143,135953
3143,135987
3143,136077
3143,136079
3143,136090
3143,136104
3143,136175
3143,136200
3143,136212
3143,136214
3143,136230
3143,136232
3143,136249
3143,136251
3143,136255
3143,136314
3143,136327
3143,136368
3143,136377
3143,136416
3143,136424
3143,136468
3143,136485
3143,136489
3143,136529
3143,136615
3143,136648
3143,136681
3143,136692
3143,136694
3143,137065
3143,137070
3143,137085
3143,137109
3143,137164
3143,137200
3143,137218
3143,137277
3143,137283
3143,137299
3143,137349
3143,137367
3143,137382
3143,137430
3143,137439
3143,137462
3143,137473
3143,137543
3143,137579
3143,137595
3143,137613
3143,137673
3143,137795
3143,137857
3143,137900
3143,137916
3143,137926
3143,137988
3143,138015
3143,138168
3143,138232
3143,138364
3143,138408
3143,138412
3143,138436
3143,138526
3143,138530
3143,138534
3143,138617
3143,138650
3143,138661
3143,138937
3143,139176
3143,139229
3143,139274
3143,139757
3143,140077
3143,140349
3143,140403
3143,140512
3143,140722
3143,141082
3143,141449
3143,141625
3143,141697
3143,141800
3143,141938
3143,142607
3143,142803
3143,142848
3143,143065
3143,143084
3143,143135
3143,145071
3143,145277
3143,146075
3143,146352
3143,146553
3143,147270
3143,147470
3143,148081
3143,148118
3143,149726
3143,149861
3143,150998
3143,153219
3143,153276
3144,30128
3144,30440
3144,30453
3144,57961
3144,60407
3144,60853
3144,62058
3144,63891
3144,64258
3144,65613
3144,66401
3144,67551
3144,71335
3144,72422
3144,73113
3144,73342
3144,73670
3144,73869
3144,74737
3144,75957
3144,77580
3144,77754
3144,77993
3144,78215
3144,78597
3144,78894
3144,79690
3144,79758
3144,80150
3144,85776
3144,86379
3144,88851
3144,89372
3144,89965
3144,90829
3144,92904
3144,93862
3144,94816
3144,96680
3144,97882
3144,98971
3144,99526
3144,99692
3144,101168
3144,102333
3144,102565
3144,102950
3144,103056
3144,103170
3144,103822
3144,104379
3144,104907
3144,105005
3144,105334
3144,107366
3144,109427
3144,109816
3144,110011
3144,110217
3144,111633
3144,112181
3144,113530
3144,114477
3144,114924
3144,114928
3144,115038
3144,115061
3144,116328
3144,117409
3144,118528
3144,118766
3144,119393
3144,119658
3144,120173
3144,120673
3144,120726
3144,121112
3144,121385
3144,121491
3144,122713
3144,122911
3144,122964
3144,123078
3144,123223
3144,123497
3144,123511
3144,123818
3144,123911
3144,124126
3144,124246
3144,124719
3144,124947
3144,125724
3144,125873
3144,125940
3144,126009
3144,126020
3144,126056
3144,126107
3144,126157
3144,126252
3144,126361
3144,126628
3144,126728
3144,126879
3144,127084
3144,127121
3144,127132
3144,127801
3144,128064
3144,128338
3144,128937
3144,129051
3144,129149
3144,129315
3144,129522
3144,129662
3144,129693
3144,129709
3144,129864
3144,129996
3144,130022
3144,130025
3144,130045
3144,130585
3144,130619
3144,130663
3144,130793
3144,130834
3144,131151
3144,131154
3144,131308
3144,131643
3144,132113
3144,132476
3144,132677
3144,132862
3144,132942
3144,133012
3144,133145
3144,133526
3144,133591
3144,133635
3144,133724
3144,133943
3144,134052
3144,134188
3144,134271
3144,134318
3144,134442
3144,134459
3144,134479
3144,134627
3144,134704
3144,134721
3144,134869
3144,134948
3144,134954
3144,134982
3144,134997
3144,135007
3144,135067
3144,135109
3144,135138
3144,135140
3144,135174
3144,135240
3144,135267
3144,135305
3144,135367
3144,135395
3144,135426
3144,135435
3144,135437
3144,135439
3144,135446
3144,135513
3144,135520
3144,135534
3144,135536
3144,135547
3144,135577
3144,135592
3144,135613
3144,135616
3144,135676
3144,135683
3144,135725
3144,135755
3144,135795
3144,135799
3144,135821
3144,135843
3144,135846
3144,135850
3144,135861
3144,135865
3144,135869
3144,135870
3144,135872
3144,135875
3144,135889
3144,135903
3144,135909
3144,135921
3144,135924
3144,135931
3144,135953
3144,135983
3144,135987
3144,135989
3144,136003
3144,136008
3144,136075
3144,136079
3144,136103
3144,136120
3144,136171
3144,136175
3144,136185
3144,136198
3144,136200
3144,136212
3144,136230
3144,136249
3144,136255
3144,136271
3144,136314
3144,136327
3144,136355
3144,136364
3144,136368
3144,136377
3144,136379
3144,136408
3144,136416
3144,136424
3144,136468
3144,136481
3144,136485
3144,136492
3144,136529
3144,136570
3144,136579
3144,136615
3144,136619
3144,136648
3144,136652
3144,136681
3144,136692
3144,136694
3144,136728
3144,136820
3144,136920
3144,136942
3144,137011
3144,137070
3144,137085
3144,137164
3144,137200
3144,137218
3144,137242
3144,137247
3144,137277
3144,137283
3144,137299
3144,137301
3144,137382
3144,137430
3144,137436
3144,137439
3144,137473
3144,137494
3144,137507
3144,137577
3144,137579
3144,137595
3144,137778
3144,137789
3144,137916
3144,137988
3144,138142
3144,138157
3144,138248
3144,138283
3144,138364
3144,138412
3144,138436
3144,138534
3144,138617
3144,138661
3144,138724
3144,138847
3144,138973
3144,139004
3144,139125
3144,139148
3144,139176
3144,139178
3144,139229
3144,139278
3144,139857
3144,140349
3144,140488
3144,141082
3144,141207
3144,141449
3144,141460
3144,141625
3144,141760
3144,141938
3144,142396
3144,142575
3144,142641
3144,142803
3144,142870
3144,143701
3144,144067
3144,144237
3144,145022
3144,145071
3144,145277
3144,146075
3144,146352
3144,146553
3144,147288
3144,148118
3144,148348
3144,150998
3144,151535
3144,152137
3144,152739
3144,153251
3144,153276
3144,154092
3144,158755
3144,159224
3144,164449
3144,182409
3144,184860
3144,205984
3145,27105
3145,28608
3145,29168
3145,29286
3145,30128
3145,62058
3145,63678
3145,66118
3145,69199
3145,70205
3145,73426
3145,75247
3145,75309
3145,75488
3145,77347
3145,84992
3145,85079
3145,90138
3145,93697
3145,94196
3145,95239
3145,95359
3145,97587
3145,98464
3145,100530
3145,101328
3145,102333
3145,103272
3145,103950
3145,104248
3145,105651
3145,107902
3145,108682
3145,110485
3145,112700
3145,112936
3145,114712
3145,115501
3145,116328
3145,116577
3145,116808
3145,117299
3145,117561
3145,118766
3145,119022
3145,119393
3145,121370
3145,121637
3145,123589
3145,124246
3145,124719
3145,125183
3145,127703
3145,128572
3145,128907
3145,129442
3145,130619
3145,130955
3145,131078
3145,131828
3145,132437
3145,133295
3145,133554
3145,134997
3145,135174
3145,135225
3145,135240
3145,135305
3145,135466
3145,135579
3145,135581
3145,135583
3145,135676
3145,135842
3145,136089
3145,136106
3145,136249
3145,136253
3145,136271
3145,136273
3145,136289
3145,136295
3145,136297
3145,136301
3145,136305
3145,136307
3145,136338
3145,136371
3145,136424
3145,136489
3145,136645
3145,136717
3145,137136
3145,137172
3145,137301
3145,137363
3145,137382
3145,137503
3145,137674
3145,137760
3145,137831
3145,138144
3145,138490
3145,140803
3145,141219
3145,141437
3145,141697
3145,141932
3145,142168
3145,144224
3145,147066
3145,148194
3145,150998
3145,151107
3145,151813
3145,154420
3145,160978
3145,163828
3145,167296
3145,168998
3145,173337
3145,182763
3145,201622
3146,26325
3146,26481
3146,26553
3146,27156
3146,27291
3146,29286
3146,29642
3146,30561
3146,30607
3146,46680
3146,57923
3146,61277
3146,62058
3146,62992
3146,63678
3146,64446
3146,64827
3146,66619
3146,67070
3146,67514
3146,67635
3146,67665
3146,68736
3146,69199
3146,70362
3146,70948
3146,71308
3146,71619
3146,73376
3146,75224
3146,76909
3146,77347
3146,77754
3146,77880
3146,77952
3146,78215
3146,78767
3146,79756
3146,81469
3146,82389
3146,82404
3146,83315
3146,84613
3146,84960
3146,85737
3146,86647
3146,88317
3146,89502
3146,89734
3146,89944
3146,89956
3146,90607
3146,92515
3146,93697
3146,95346
3146,95359
3146,95538
3146,95854
3146,98464
3146,99692
3146,100530
3146,100872
3146,101328
3146,101626
3146,102333
3146,102593
3146,102955
3146,103268
3146,103403
3146,103471
3146,103950
3146,104140
3146,105362
3146,108279
3146,108682
3146,108691
3146,108944
3146,109261
3146,109329
3146,109504
3146,110088
3146,110174
3146,113515
3146,115194
3146,115398
3146,116131
3146,116806
3146,116990
3146,117590
3146,117666
3146,117691
3146,118144
3146,118766
3146,119393
3146,119734
3146,121637
3146,123576
3146,123589
3146,123818
3146,124246
3146,124470
3146,125612
3146,125944
3146,126157
3146,127109
3146,127638
3146,128553
3146,128561
3146,128742
3146,128907
3146,129402
3146,129442
3146,129656
3146,129808
3146,129827
3146,130531
3146,130550
3146,130619
3146,131043
3146,131102
3146,131246
3146,131467
3146,131828
3146,132048
3146,132404
3146,132515
3146,132860
3146,133195
3146,133262
3146,133440
3146,133526
3146,133543
3146,133554
3146,133656
3146,134052
3146,134091
3146,134184
3146,134528
3146,134531
3146,134736
3146,134997
3146,135017
3146,135140
3146,135142
3146,135174
3146,135195
3146,135240
3146,135305
3146,135410
3146,135536
3146,135579
3146,135592
3146,135663
3146,135676
3146,135701
3146,135818
3146,135842
3146,135971
3146,136003
3146,136059
3146,136065
3146,136067
3146,136079
3146,136106
3146,136171
3146,136196
3146,136205
3146,136249
3146,136253
3146,136273
3146,136289
3146,136305
3146,136316
3146,136333
3146,136338
3146,136418
3146,136427
3146,136485
3146,136489
3146,136534
3146,136565
3146,136615
3146,136652
3146,136658
3146,136820
3146,137043
3146,137053
3146,137065
3146,137068
3146,137078
3146,137083
3146,137095
3146,137131
3146,137189
3146,137242
3146,137254
3146,137275
3146,137382
3146,137472
3146,137503
3146,137521
3146,137543
3146,137562
3146,137573
3146,137612
3146,137695
3146,137760
3146,137775
3146,137851
3146,137901
3146,137908
3146,137988
3146,138007
3146,138055
3146,138144
3146,138346
3146,138402
3146,138453
3146,138490
3146,138528
3146,138547
3146,138718
3146,138788
3146,138829
3146,138849
3146,138895
3146,138942
3146,138983
3146,138995
3146,139086
3146,139174
3146,139280
3146,139562
3146,139742
3146,140069
3146,140248
3146,140295
3146,140722
3146,140945
3146,141003
3146,141129
3146,141174
3146,141193
3146,141230
3146,141289
3146,141399
3146,141507
3146,141625
3146,141800
3146,142140
3146,142360
3146,142999
3146,143044
3146,143062
3146,143167
3146,143220
3146,143590
3146,143943
3146,144046
3146,144087
3146,144154
3146,144444
3146,144450
3146,144552
3146,144591
3146,144609
3146,144618
3146,145001
3146,145343
3146,145451
3146,145499
3146,145952
3146,146013
3146,146092
3146,146098
3146,146352
3146,146553
3146,146950
3146,147499
3146,147993
3146,148443
3146,148497
3146,148584
3146,148982
3146,149691
3146,149950
3146,150243
3146,150998
3146,151107
3146,151719
3146,151948
3146,152000
3146,152527
3146,153188
3146,153243
3149,57961
3149,78894
3149,102565
3149,108691
3149,114924
3149,122713
3149,123218
3149,131983
3149,134487
3149,135174
3149,136249
3149,136368
3149,136379
3149,136406
3149,136437
3149,136586
3149,136687
3149,136959
3149,137301
3149,138003
3149,140803
3149,141636
3149,141747
3150,26524
3150,26553
3150,27105
3150,27129
3150,28358
3150,28608
3150,28696
3150,28707
3150,28855
3150,29168
3150,29495
3150,30128
3150,47781
3150,58061
3150,58258
3150,60693
3150,60974
3150,60998
3150,61810
3150,63678
3150,64850
3150,65334
3150,66118
3150,67665
3150,69199
3150,70205
3150,71704
3150,71884
3150,75224
3150,75488
3150,76632
3150,77394
3150,77666
3150,77880
3150,81969
3150,84927
3150,84992
3150,85033
3150,85079
3150,85453
3150,88062
3150,89944
3150,90138
3150,91479
3150,93697
3150,94196
3150,97034
3150,98048
3150,98464
3150,99934
3150,100530
3150,101109
3150,102333
3150,103268
3150,103459
3150,103471
3150,104271
3150,104497
3150,105954
3150,107838
3150,108682
3150,108691
3150,108742
3150,109060
3150,109261
3150,110485
3150,110782
3150,117561
3150,119022
3150,119575
3150,119734
3150,121370
3150,121637
3150,123582
3150,128424
3150,129442
3150,130001
3150,131108
3150,131312
3150,132048
3150,133287
3150,133295
3150,133554
3150,133724
3150,134721
3150,134952
3150,135174
3150,135195
3150,135225
3150,135579
3150,135701
3150,135714
3150,135880
3150,135971
3150,136008
3150,136106
3150,136446
3150,136485
3150,136569
3150,136592
3150,136602
3150,136714
3150,136719
3150,136730
3150,136820
3150,136895
3150,137043
3150,137053
3150,137065
3150,137078
3150,137155
3150,137178
3150,137242
3150,137275
3150,137503
3150,137573
3150,137613
3150,137678
3150,137827
3150,137853
3150,137888
3150,137988
3150,138453
3150,138711
3150,138788
3150,138843
3150,139086
3150,139484
3150,140099
3150,140248
3150,140563
3150,140753
3150,140803
3150,140931
3150,141104
3150,141313
3150,141449
3150,142147
3150,146156
3150,146602
3150,149010
3150,149767
3150,150998
3150,151107
3150,151328
3150,151893
3150,152059
3150,153243
3150,154252
3150,154967
3150,156609
3150,170861
3150,172657
3150,173337
3150,185339
3150,207955
3151,28056
3151,30128
3151,30417
3151,30440
3151,30453
3151,52975
3151,56920
3151,57961
3151,62058
3151,62536
3151,65613
3151,65644
3151,66804
3151,67514
3151,67551
3151,71335
3151,72119
3151,72422
3151,72587
3151,73113
3151,73869
3151,74044
3151,74577
3151,75153
3151,75367
3151,75634
3151,76496
3151,76508
3151,77690
3151,77754
3151,77993
3151,78190
3151,78215
3151,78597
3151,78894
3151,79051
3151,79243
3151,79758
3151,81544
3151,83564
3151,86379
3151,88759
3151,89372
3151,89822
3151,89965
3151,91299
3151,92904
3151,93862
3151,94966
3151,96392
3151,96680
3151,96710
3151,97445
3151,98062
3151,98971
3151,99692
3151,100872
3151,101328
3151,101903
3151,102565
3151,102758
3151,102894
3151,103056
3151,103643
3151,103822
3151,103950
3151,104379
3151,105005
3151,105334
3151,108015
3151,108279
3151,108944
3151,109389
3151,109427
3151,109816
3151,110011
3151,110217
3151,112181
3151,113418
3151,113515
3151,113530
3151,114928
3151,115038
3151,115061
3151,116168
3151,116342
3151,117409
3151,118766
3151,119181
3151,119393
3151,119539
3151,119658
3151,120173
3151,121112
3151,122087
3151,122911
3151,123022
3151,123295
3151,123497
3151,123511
3151,123818
3151,124795
3151,124947
3151,125724
3151,125873
3151,125889
3151,125940
3151,126009
3151,126020
3151,126056
3151,126252
3151,126361
3151,126728
3151,126810
3151,126828
3151,126879
3151,127084
3151,127121
3151,127132
3151,127801
3151,128064
3151,128338
3151,129149
3151,129662
3151,129808
3151,129864
3151,129950
3151,129996
3151,130113
3151,130585
3151,130619
3151,130834
3151,131154
3151,131308
3151,131467
3151,131983
3151,132476
3151,133440
3151,133724
3151,134052
3151,134188
3151,134442
3151,134511
3151,134520
3151,134704
3151,134721
3151,134931
3151,134948
3151,134982
3151,134997
3151,135036
3151,135138
3151,135156
3151,135174
3151,135240
3151,135303
3151,135305
3151,135435
3151,135446
3151,135520
3151,135534
3151,135536
3151,135592
3151,135875
3151,135921
3151,136008
3151,136230
3151,136249
3151,136255
3151,136271
3151,136327
3151,136368
3151,136377
3151,136416
3151,136481
3151,136485
3151,136530
3151,136551
3151,136579
3151,136600
3151,136609
3151,136648
3151,136652
3151,136681
3151,136694
3151,136710
3151,136728
3151,136786
3151,136942
3151,137011
3151,137065
3151,137070
3151,137072
3151,137085
3151,137091
3151,137095
3151,137164
3151,137218
3151,137277
3151,137283
3151,137299
3151,137301
3151,137339
3151,137349
3151,137367
3151,137382
3151,137430
3151,137436
3151,137439
3151,137440
3151,137473
3151,137494
3151,137543
3151,137569
3151,137577
3151,137579
3151,137613
3151,137627
3151,137673
3151,137718
3151,137724
3151,137775
3151,137789
3151,137876
3151,137900
3151,137914
3151,137916
3151,137956
3151,137988
3151,138003
3151,138142
3151,138157
3151,138300
3151,138358
3151,138364
3151,138408
3151,138534
3151,138592
3151,138661
3151,138724
3151,138919
3151,138981
3151,139050
3151,139148
3151,139176
3151,139178
3151,139229
3151,139272
3151,139857
3151,140222
3151,140349
3151,140443
3151,140512
3151,140557
3151,140597
3151,141147
3151,141207
3151,141230
3151,141449
3151,141760
3151,141938
3151,142253
3151,142627
3151,142707
3151,142803
3151,142870
3151,143581
3151,143701
3151,144854
3151,144964
3151,145071
3151,145277
3151,146094
3151,146343
3151,146553
3151,146971
3151,147470
3151,147948
3151,148118
3151,150998
3151,152137
3151,152739
3151,152848
3151,153219
3151,153276
3151,182409
3151,184860
3152,27105
3152,27291
3152,28707
3152,28897
3152,30128
3152,30763
3152,52691
3152,56952
3152,60522
3152,60693
3152,62058
3152,63563
3152,63946
3152,65022
3152,66118
3152,66270
3152,66430
3152,66804
3152,69199
3152,69408
3152,70962
3152,71884
3152,72737
3152,72950
3152,74578
3152,75022
3152,77410
3152,77650
3152,77754
3152,78599
3152,81469
3152,81910
3152,84992
3152,85079
3152,85595
3152,87943
3152,89944
3152,90022
3152,90195
3152,90630
3152,92623
3152,93862
3152,95854
3152,96710
3152,98224
3152,99934
3152,101046
3152,101267
3152,101333
3152,101481
3152,102333
3152,102733
3152,102758
3152,103950
3152,104137
3152,104828
3152,104963
3152,105651
3152,106197
3152,107170
3152,107459
3152,107684
3152,108125
3152,108682
3152,109060
3152,109427
3152,109462
3152,109816
3152,109948
3152,109999
3152,110485
3152,110817
3152,112936
3152,112976
3152,113418
3152,113587
3152,114442
3152,114477
3152,115981
3152,116328
3152,116577
3152,116808
3152,117299
3152,117409
3152,119181
3152,121240
3152,121370
3152,121652
3152,121680
3152,122383
3152,122446
3152,122483
3152,122713
3152,123218
3152,123223
3152,123244
3152,123497
3152,123511
3152,124553
3152,124567
3152,124719
3152,124947
3152,125780
3152,125808
3152,125889
3152,126056
3152,126728
3152,127703
3152,128338
3152,128937
3152,129231
3152,129282
3152,129339
3152,129535
3152,130113
3152,130531
3152,130585
3152,130619
3152,130793
3152,131053
3152,131078
3152,131136
3152,131154
3152,131273
3152,131312
3152,131467
3152,131541
3152,131576
3152,131718
3152,131828
3152,132916
3152,133195
3152,133251
3152,133287
3152,133314
3152,133415
3152,133420
3152,133554
3152,133681
3152,133724
3152,134078
3152,134098
3152,134173
3152,134289
3152,134429
3152,134477
3152,134487
3152,134503
3152,134520
3152,134658
3152,134721
3152,134791
3152,134928
3152,134997
3152,135004
3152,135174
3152,135240
3152,135273
3152,135305
3152,135395
3152,135446
3152,135463
3152,135536
3152,135592
3152,135701
3152,135714
3152,135832
3152,135842
3152,135875
3152,135971
3152,135978
3152,136008
3152,136010
3152,136012
3152,136059
3152,136075
3152,136171
3152,136173
3152,136214
3152,136220
3152,136230
3152,136249
3152,136271
3152,136370
3152,136372
3152,136381
3152,136446
3152,136481
3152,136485
3152,136492
3152,136511
3152,136570
3152,136572
3152,136579
3152,136600
3152,136611
3152,136615
3152,136645
3152,136648
3152,136652
3152,136714
3152,136779
3152,136799
3152,136820
3152,136830
3152,136859
3152,136867
3152,136871
3152,136959
3152,137011
3152,137047
3152,137060
3152,137070
3152,137093
3152,137095
3152,137117
3152,137136
3152,137164
3152,137242
3152,137249
3152,137277
3152,137359
3152,137367
3152,137414
3152,137455
3152,137473
3152,137496
3152,137521
3152,137579
3152,137585
3152,137595
3152,137613
3152,137629
3152,137712
3152,137778
3152,137815
3152,137820
3152,137823
3152,137888
3152,137926
3152,137988
3152,138138
3152,138141
3152,138142
3152,138144
3152,138147
3152,138204
3152,138232
3152,138250
3152,138266
3152,138314
3152,138364
3152,138462
3152,138490
3152,138549
3152,138562
3152,138617
3152,138645
3152,138946
3152,138973
3152,138983
3152,138995
3152,139002
3152,139161
3152,139280
3152,139296
3152,139425
3152,139539
3152,139556
3152,139637
3152,139857
3152,140121
3152,140562
3152,140563
3152,140796
3152,140841
3152,140931
3152,141157
3152,141171
3152,141190
3152,141268
3152,141439
3152,141449
3152,141566
3152,141625
3152,142140
3152,142607
3152,142633
3152,143034
3152,143057
3152,143149
3152,143367
3152,143374
3152,143663
3152,143943
3152,143994
3152,144131
3152,144158
3152,144575
3152,145029
3152,145226
3152,145300
3152,145859
3152,146352
3152,146553
3152,146860
3152,147470
3152,148118
3152,148494
3152,148513
3152,149352
3152,149767
3152,150038
3152,150802
3152,150972
3152,150998
3152,151221
3152,151248
3152,153420
3152,154998
3152,155675
3152,166854
3152,171739
3152,177030
3152,186908
3153,27291
3153,28056
3153,30128
3153,30417
3153,30440
3153,30453
3153,30503
3153,52975
3153,54018
3153,56920
3153,56952
3153,57961
3153,60522
3153,60879
3153,60998
3153,61962
3153,62058
3153,64446
3153,64953
3153,65022
3153,65613
3153,65644
3153,66201
3153,66804
3153,67514
3153,67551
3153,67600
3153,67955
3153,68535
3153,70081
3153,70838
3153,70948
3153,71335
3153,72422
3153,73113
3153,73342
3153,73670
3153,73869
3153,74577
3153,75367
3153,75664
3153,75910
3153,76496
3153,76508
3153,77690
3153,77880
3153,78190
3153,78597
3153,78894
3153,79051
3153,79243
3153,79555
3153,79758
3153,81132
3153,81825
3153,81849
3153,82079
3153,82831
3153,83564
3153,85776
3153,88745
3153,89372
3153,91299
3153,91904
3153,91951
3153,92904
3153,92945
3153,93091
3153,93862
3153,96392
3153,96680
3153,96710
3153,97445
3153,98062
3153,98971
3153,99526
3153,99775
3153,101903
3153,102565
3153,102894
3153,103056
3153,103503
3153,103643
3153,103822
3153,103950
3153,104379
3153,104963
3153,105005
3153,105362
3153,105777
3153,105925
3153,106336
3153,108015
3153,108279
3153,108377
3153,108682
3153,108752
3153,108944
3153,108947
3153,109427
3153,109504
3153,109816
3153,110011
3153,110217
3153,110275
3153,110817
3153,112364
3153,112936
3153,113377
3153,113515
3153,113530
3153,114800
3153,114924
3153,114928
3153,115061
3153,115573
3153,116168
3153,116342
3153,116990
3153,117409
3153,118528
3153,118614
3153,118766
3153,119181
3153,119393
3153,119871
3153,120173
3153,120324
3153,121112
3153,121240
3153,121376
3153,122713
3153,122770
3153,122964
3153,123218
3153,123244
3153,123295
3153,123497
3153,123511
3153,123574
3153,123818
3153,124126
3153,124246
3153,124567
3153,124719
3153,124795
3153,124947
3153,125724
3153,125873
3153,125889
3153,125940
3153,126009
3153,126020
3153,126056
3153,126157
3153,126252
3153,126328
3153,126334
3153,126361
3153,126449
3153,126810
3153,126828
3153,126879
3153,127015
3153,127084
3153,128209
3153,128338
3153,128486
3153,128937
3153,129051
3153,129149
3153,129709
3153,129864
3153,129950
3153,130001
3153,130474
3153,130494
3153,130585
3153,130619
3153,130793
3153,130834
3153,131154
3153,131157
3153,131202
3153,131467
3153,131576
3153,131751
3153,131773
3153,131873
3153,131983
3153,132381
3153,132476
3153,132508
3153,132627
3153,132763
3153,132879
3153,133012
3153,133145
3153,133314
3153,133415
3153,133429
3153,133440
3153,133591
3153,133635
3153,133724
3153,133807
3153,133943
3153,134052
3153,134091
3153,134289
3153,134442
3153,134448
3153,134704
3153,134721
3153,134928
3153,134931
3153,134948
3153,134982
3153,134997
3153,135004
3153,135071
3153,135109
3153,135156
3153,135174
3153,135240
3153,135267
3153,135305
3153,135350
3153,135395
3153,135435
3153,135437
3153,135446
3153,135520
3153,135534
3153,135536
3153,135583
3153,135592
3153,135676
3153,135701
3153,135714
3153,135875
3153,135921
3153,135976
3153,136008
3153,136075
3153,136114
3153,136249
3153,136327
3153,136368
3153,136372
3153,136390
3153,136416
3153,136468
3153,136481
3153,136485
3153,136529
3153,136530
3153,136532
3153,136534
3153,136538
3153,136551
3153,136555
3153,136570
3153,136579
3153,136586
3153,136600
3153,136602
3153,136611
3153,136615
3153,136648
3153,136652
3153,136673
3153,136681
3153,136694
3153,136710
3153,136728
3153,136773
3153,136786
3153,136797
3153,136859
3153,136893
3153,136926
3153,136942
3153,136943
3153,136947
3153,136959
3153,136961
3153,136999
3153,137026
3153,137065
3153,137070
3153,137072
3153,137074
3153,137085
3153,137091
3153,137093
3153,137095
3153,137109
3153,137117
3153,137136
3153,137164
3153,137172
3153,137200
3153,137218
3153,137221
3153,137228
3153,137234
3153,137249
3153,137254
3153,137283
3153,137308
3153,137339
3153,137349
3153,137367
3153,137382
3153,137391
